,Unnamed: 0,date,region,temperature-maximale,temperature-minimale,vitesse-du-vent,temperature-du-vent,precipitations,humidite,visibilite,couverture-nuageuse,indice-de-chaleur,point-de-rosee,pression,heure-du-lever-du-soleil,heure-du-coucher-du-soleil,duree-du-jour
0,0,2022-01-01,Abidjan,32.0,26.0,14.0,26.0,3.0,81.0,9.75,52.0,38.0,24.0,1013.0,2022-07-19 06:25:00,2022-07-19 18:14:00,11:49:0
1,1,2022-01-02,Abidjan,29.0,26.0,16.0,26.0,3.0,81.0,9.625,52.0,33.0,24.0,1012.0,2022-07-19 06:25:00,2022-07-19 18:15:00,11:50:0
2,2,2022-01-03,Abidjan,32.0,26.0,19.0,26.0,1.0,81.0,9.75,57.0,38.0,25.0,1012.0,2022-07-19 06:26:00,2022-07-19 18:15:00,11:49:0
3,3,2022-01-04,Abidjan,32.0,27.0,18.0,27.0,2.0,80.0,9.75,61.0,38.0,26.0,1012.0,2022-07-19 06:26:00,2022-07-19 18:16:00,11:50:0
4,4,2022-01-05,Abidjan,29.0,27.0,19.0,27.0,2.0,77.0,9.625,57.0,34.0,24.0,1012.0,2022-07-19 06:26:00,2022-07-19 18:16:00,11:50:0
5,5,2022-01-06,Abidjan,29.0,26.0,17.0,26.0,4.0,81.0,9.75,59.0,33.0,23.0,1012.0,2022-07-19 06:27:00,2022-07-19 18:17:00,11:50:0
6,6,2022-01-07,Abidjan,29.0,27.0,15.0,27.0,6.0,81.0,9.5,63.0,33.0,24.0,1012.0,2022-07-19 06:27:00,2022-07-19 18:17:00,11:50:0
7,7,2022-01-08,Abidjan,32.0,27.0,14.0,27.0,4.0,78.0,9.625,48.0,39.0,25.0,1012.0,2022-07-19 06:28:00,2022-07-19 18:18:00,11:50:0
8,8,2022-01-09,Abidjan,32.0,28.0,15.0,28.0,5.0,80.0,9.75,56.0,38.0,25.0,1012.0,2022-07-19 06:28:00,2022-07-19 18:18:00,11:50:0
9,9,2022-01-10,Abidjan,30.0,27.0,21.0,27.0,2.0,82.0,9.875,56.0,34.0,25.0,1011.0,2022-07-19 06:28:00,2022-07-19 18:19:00,11:51:0
10,10,2022-01-11,Abidjan,31.0,26.0,22.0,26.0,3.0,81.0,9.75,52.0,38.0,26.0,1012.0,2022-07-19 06:29:00,2022-07-19 18:19:00,11:50:0
11,11,2022-01-12,Abidjan,32.0,27.0,19.0,27.0,1.0,82.0,9.875,52.0,39.0,25.0,1013.0,2022-07-19 06:29:00,2022-07-19 18:19:00,11:50:0
12,12,2022-01-13,Abidjan,29.0,27.0,17.0,27.0,3.0,83.0,9.75,53.0,34.0,25.0,1014.0,2022-07-19 06:29:00,2022-07-19 18:20:00,11:51:0
13,13,2022-01-14,Abidjan,31.0,26.0,15.0,26.0,2.0,83.0,9.875,49.0,37.0,25.0,1014.0,2022-07-19 06:30:00,2022-07-19 18:20:00,11:50:0
14,14,2022-01-15,Abidjan,31.0,26.0,20.0,26.0,1.0,84.0,9.5,40.0,38.0,25.0,1014.0,2022-07-19 06:30:00,2022-07-19 18:21:00,11:51:0
15,15,2022-01-16,Abidjan,29.0,26.0,21.0,26.0,1.0,83.0,10.0,35.0,34.0,24.0,1014.0,2022-07-19 06:30:00,2022-07-19 18:21:00,11:51:0
16,16,2022-01-17,Abidjan,31.0,26.0,19.0,26.0,1.0,81.0,9.875,35.0,37.0,25.0,1015.0,2022-07-19 06:30:00,2022-07-19 18:22:00,11:52:0
17,17,2022-01-18,Abidjan,29.0,26.0,20.0,26.0,1.0,81.0,9.75,35.0,33.0,24.0,1015.0,2022-07-19 06:31:00,2022-07-19 18:22:00,11:51:0
18,18,2022-01-19,Abidjan,32.0,26.0,23.0,26.0,1.0,80.0,10.0,31.0,38.0,24.0,1015.0,2022-07-19 06:31:00,2022-07-19 18:22:00,11:51:0
19,19,2022-01-20,Abidjan,32.0,25.0,22.0,25.0,1.0,83.0,9.875,33.0,38.0,24.0,1014.0,2022-07-19 06:31:00,2022-07-19 18:23:00,11:52:0
20,20,2022-01-21,Abidjan,31.0,26.0,22.0,26.0,1.0,79.0,10.0,46.0,37.0,24.0,1013.0,2022-07-19 06:31:00,2022-07-19 18:23:00,11:52:0
21,21,2022-01-22,Abidjan,31.0,26.0,21.0,26.0,1.0,74.0,10.0,30.0,37.0,24.0,1013.0,2022-07-19 06:31:00,2022-07-19 18:24:00,11:53:0
22,22,2022-01-23,Abidjan,29.0,26.0,23.0,26.0,1.0,75.0,10.0,31.0,33.0,23.0,1013.0,2022-07-19 06:32:00,2022-07-19 18:24:00,11:52:0
23,23,2022-01-24,Abidjan,32.0,26.0,22.0,26.0,1.0,79.0,10.0,39.0,38.0,24.0,1013.0,2022-07-19 06:32:00,2022-07-19 18:24:00,11:52:0
24,24,2022-01-25,Abidjan,32.0,26.0,24.0,26.0,0.0,79.0,10.0,6.0,38.0,25.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:25:00,11:53:0
25,25,2022-01-26,Abidjan,31.0,26.0,22.0,26.0,1.0,80.0,10.0,31.0,36.0,24.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:25:00,11:53:0
26,26,2022-01-27,Abidjan,31.0,26.0,21.0,26.0,0.0,78.0,10.0,20.0,37.0,24.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:25:00,11:53:0
27,27,2022-01-28,Abidjan,31.0,26.0,20.0,26.0,,77.0,10.0,17.0,36.0,24.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:25:00,11:53:0
28,28,2022-01-29,Abidjan,31.0,26.0,23.0,26.0,0.0,77.0,10.0,15.0,37.0,25.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:26:00,11:54:0
29,29,2022-01-30,Abidjan,31.0,26.0,23.0,26.0,1.0,79.0,9.875,33.0,38.0,25.0,1013.0,2022-07-19 06:32:00,2022-07-19 18:26:00,11:54:0
30,30,2022-01-31,Abidjan,31.0,26.0,23.0,26.0,0.0,79.0,10.0,20.0,38.0,25.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:26:00,11:54:0
31,31,2022-02-01,Abidjan,31.0,26.0,22.0,26.0,1.0,80.0,9.875,32.0,37.0,25.0,1013.0,2022-07-19 06:33:00,2022-07-19 18:27:00,11:54:0
32,32,2022-02-02,Abidjan,32.0,26.0,21.0,26.0,0.0,75.0,10.0,14.0,38.0,24.0,1014.0,2022-07-19 06:33:00,2022-07-19 18:27:00,11:54:0
33,33,2022-02-03,Abidjan,32.0,26.0,22.0,26.0,0.0,75.0,10.0,21.0,38.0,25.0,1014.0,2022-07-19 06:33:00,2022-07-19 18:27:00,11:54:0
34,34,2022-02-04,Abidjan,29.0,26.0,23.0,26.0,1.0,77.0,10.0,27.0,34.0,24.0,1014.0,2022-07-19 06:33:00,2022-07-19 18:27:00,11:54:0
35,35,2022-02-05,Abidjan,32.0,26.0,21.0,26.0,1.0,78.0,10.0,31.0,38.0,25.0,1013.0,2022-07-19 06:32:00,2022-07-19 18:27:00,11:55:0
36,36,2022-02-06,Abidjan,31.0,26.0,17.0,26.0,5.0,83.0,9.625,66.0,37.0,25.0,1013.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
37,37,2022-02-07,Abidjan,29.0,26.0,19.0,26.0,1.0,82.0,10.0,45.0,33.0,24.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
38,38,2022-02-08,Abidjan,31.0,26.0,23.0,26.0,1.0,83.0,9.875,54.0,38.0,26.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
39,39,2022-02-09,Abidjan,31.0,26.0,20.0,26.0,1.0,79.0,10.0,42.0,37.0,25.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
40,40,2022-02-10,Abidjan,31.0,25.0,20.0,25.0,0.0,82.0,10.0,30.0,36.0,24.0,1011.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
41,41,2022-02-11,Abidjan,28.0,26.0,16.0,26.0,1.0,82.0,10.0,35.0,32.0,24.0,1011.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
42,42,2022-02-12,Abidjan,29.0,26.0,18.0,26.0,2.0,85.0,9.875,40.0,33.0,24.0,1011.0,2022-07-19 06:32:00,2022-07-19 18:28:00,11:56:0
43,43,2022-02-13,Abidjan,31.0,26.0,19.0,26.0,1.0,85.0,10.0,38.0,37.0,25.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:29:00,11:57:0
44,44,2022-02-14,Abidjan,29.0,26.0,18.0,26.0,1.0,84.0,10.0,54.0,33.0,24.0,1013.0,2022-07-19 06:32:00,2022-07-19 18:29:00,11:57:0
45,45,2022-02-15,Abidjan,29.0,26.0,18.0,26.0,5.0,84.0,9.875,53.0,32.0,24.0,1012.0,2022-07-19 06:31:00,2022-07-19 18:29:00,11:58:0
46,46,2022-02-16,Abidjan,31.0,26.0,18.0,26.0,4.0,84.0,9.625,59.0,37.0,25.0,1013.0,2022-07-19 06:31:00,2022-07-19 18:29:00,11:58:0
47,47,2022-02-17,Abidjan,29.0,27.0,18.0,27.0,1.0,82.0,9.75,51.0,33.0,24.0,1012.0,2022-07-19 06:31:00,2022-07-19 18:29:00,11:58:0
48,48,2022-02-18,Abidjan,29.0,26.0,20.0,26.0,5.0,83.0,9.5,67.0,33.0,24.0,1011.0,2022-07-19 06:31:00,2022-07-19 18:29:00,11:58:0
49,49,2022-02-19,Abidjan,29.0,27.0,20.0,27.0,4.0,85.0,9.375,67.0,33.0,24.0,1012.0,2022-07-19 06:31:00,2022-07-19 18:29:00,11:58:0
50,50,2022-02-20,Abidjan,31.0,27.0,17.0,27.0,5.0,83.0,9.75,52.0,38.0,25.0,1012.0,2022-07-19 06:30:00,2022-07-19 18:29:00,11:59:0
51,51,2022-02-21,Abidjan,31.0,27.0,18.0,27.0,1.0,81.0,10.0,37.0,38.0,25.0,1012.0,2022-07-19 06:30:00,2022-07-19 18:29:00,11:59:0
52,52,2022-02-22,Abidjan,30.0,27.0,21.0,27.0,2.0,86.0,9.75,63.0,36.0,26.0,1013.0,2022-07-19 06:30:00,2022-07-19 18:29:00,11:59:0
53,53,2022-02-23,Abidjan,30.0,27.0,19.0,27.0,3.0,86.0,10.0,57.0,35.0,25.0,1013.0,2022-07-19 06:30:00,2022-07-19 18:29:00,11:59:0
54,54,2022-02-24,Abidjan,31.0,26.0,17.0,26.0,1.0,85.0,9.75,40.0,38.0,25.0,1012.0,2022-07-19 06:29:00,2022-07-19 18:29:00,12:0:0
55,55,2022-02-25,Abidjan,29.0,26.0,17.0,26.0,1.0,86.0,9.75,25.0,34.0,24.0,1012.0,2022-07-19 06:29:00,2022-07-19 18:29:00,12:0:0
56,56,2022-02-26,Abidjan,29.0,27.0,22.0,27.0,1.0,87.0,9.75,28.0,34.0,25.0,1012.0,2022-07-19 06:29:00,2022-07-19 18:29:00,12:0:0
57,57,2022-02-27,Abidjan,29.0,26.0,17.0,26.0,1.0,88.0,9.75,45.0,34.0,24.0,1012.0,2022-07-19 06:28:00,2022-07-19 18:29:00,12:1:0
58,58,2022-02-28,Abidjan,31.0,26.0,19.0,26.0,2.0,87.0,9.875,45.0,38.0,25.0,1012.0,2022-07-19 06:28:00,2022-07-19 18:29:00,12:1:0
59,59,2022-03-01,Abidjan,31.0,26.0,19.0,26.0,1.0,87.0,10.0,41.0,38.0,25.0,1012.0,2022-07-19 06:28:00,2022-07-19 18:29:00,12:1:0
60,60,2022-03-02,Abidjan,30.0,26.0,22.0,26.0,5.0,85.0,9.5,57.0,36.0,25.0,1012.0,2022-07-19 06:27:00,2022-07-19 18:29:00,12:2:0
61,61,2022-03-03,Abidjan,29.0,26.0,21.0,26.0,2.0,86.0,9.875,31.0,34.0,24.0,1012.0,2022-07-19 06:27:00,2022-07-19 18:29:00,12:2:0
62,62,2022-03-04,Abidjan,29.0,26.0,16.0,26.0,1.0,87.0,9.75,49.0,34.0,24.0,1011.0,2022-07-19 06:27:00,2022-07-19 18:29:00,12:2:0
63,63,2022-03-05,Abidjan,31.0,26.0,17.0,26.0,2.0,88.0,9.625,67.0,39.0,26.0,1011.0,2022-07-19 06:26:00,2022-07-19 18:29:00,12:3:0
64,64,2022-03-06,Abidjan,31.0,27.0,17.0,27.0,1.0,88.0,10.0,33.0,39.0,26.0,1010.0,2022-07-19 06:26:00,2022-07-19 18:28:00,12:2:0
65,65,2022-03-07,Abidjan,29.0,26.0,18.0,26.0,1.0,86.0,9.875,25.0,34.0,25.0,1010.0,2022-07-19 06:26:00,2022-07-19 18:28:00,12:2:0
66,66,2022-03-08,Abidjan,29.0,26.0,22.0,26.0,2.0,88.0,9.875,39.0,34.0,24.0,1009.0,2022-07-19 06:25:00,2022-07-19 18:28:00,12:3:0
67,67,2022-03-09,Abidjan,30.0,26.0,23.0,26.0,3.0,87.0,9.625,39.0,35.0,24.0,1009.0,2022-07-19 06:25:00,2022-07-19 18:28:00,12:3:0
68,68,2022-03-10,Abidjan,31.0,26.0,22.0,26.0,1.0,91.0,9.625,30.0,40.0,27.0,1009.0,2022-07-19 06:24:00,2022-07-19 18:28:00,12:4:0
69,69,2022-03-11,Abidjan,29.0,27.0,19.0,27.0,1.0,90.0,10.0,38.0,34.0,25.0,1010.0,2022-07-19 06:24:00,2022-07-19 18:28:00,12:4:0
70,70,2022-03-12,Abidjan,30.0,27.0,17.0,27.0,1.0,87.0,9.875,29.0,35.0,25.0,1011.0,2022-07-19 06:24:00,2022-07-19 18:28:00,12:4:0
71,71,2022-03-13,Abidjan,31.0,27.0,16.0,27.0,5.0,84.0,9.75,57.0,39.0,26.0,1010.0,2022-07-19 06:23:00,2022-07-19 18:28:00,12:5:0
72,72,2022-03-14,Abidjan,29.0,26.0,19.0,26.0,6.0,81.0,9.625,47.0,34.0,25.0,1010.0,2022-07-19 06:23:00,2022-07-19 18:28:00,12:5:0
73,73,2022-03-15,Abidjan,31.0,27.0,18.0,27.0,2.0,85.0,9.875,23.0,39.0,26.0,1012.0,2022-07-19 06:22:00,2022-07-19 18:27:00,12:5:0
74,74,2022-03-16,Abidjan,32.0,26.0,20.0,26.0,0.0,86.0,10.0,22.0,39.0,26.0,1011.0,2022-07-19 06:22:00,2022-07-19 18:27:00,12:5:0
75,75,2022-03-17,Abidjan,30.0,27.0,21.0,27.0,1.0,86.0,9.875,45.0,34.0,25.0,1010.0,2022-07-19 06:21:00,2022-07-19 18:27:00,12:6:0
76,76,2022-03-18,Abidjan,32.0,27.0,19.0,27.0,2.0,83.0,9.75,53.0,39.0,26.0,1010.0,2022-07-19 06:21:00,2022-07-19 18:27:00,12:6:0
77,77,2022-03-19,Abidjan,31.0,26.0,19.0,26.0,2.0,86.0,9.875,60.0,39.0,26.0,1011.0,2022-07-19 06:21:00,2022-07-19 18:27:00,12:6:0
78,78,2022-03-20,Abidjan,31.0,26.0,17.0,26.0,1.0,86.0,9.75,43.0,38.0,25.0,1012.0,2022-07-19 06:20:00,2022-07-19 18:27:00,12:7:0
79,79,2022-03-21,Abidjan,31.0,26.0,22.0,26.0,1.0,83.0,9.875,28.0,39.0,26.0,1011.0,2022-07-19 06:20:00,2022-07-19 18:27:00,12:7:0
80,80,2022-03-22,Abidjan,31.0,26.0,18.0,26.0,0.0,87.0,10.0,17.0,38.0,26.0,1011.0,2022-07-19 06:19:00,2022-07-19 18:26:00,12:7:0
81,81,2022-03-23,Abidjan,29.0,26.0,18.0,26.0,1.0,88.0,10.0,33.0,34.0,25.0,1011.0,2022-07-19 06:19:00,2022-07-19 18:26:00,12:7:0
82,82,2022-03-24,Abidjan,29.0,26.0,19.0,26.0,1.0,90.0,9.875,28.0,34.0,25.0,1011.0,2022-07-19 06:18:00,2022-07-19 18:26:00,12:8:0
83,83,2022-03-25,Abidjan,29.0,26.0,20.0,26.0,1.0,88.0,10.0,39.0,34.0,25.0,1010.0,2022-07-19 06:18:00,2022-07-19 18:26:00,12:8:0
84,84,2022-03-26,Abidjan,29.0,26.0,21.0,26.0,3.0,85.0,9.375,65.0,34.0,25.0,1011.0,2022-07-19 06:17:00,2022-07-19 18:26:00,12:9:0
85,85,2022-03-27,Abidjan,31.0,27.0,18.0,27.0,3.0,83.0,9.5,41.0,39.0,26.0,1012.0,2022-07-19 06:17:00,2022-07-19 18:26:00,12:9:0
86,86,2022-03-28,Abidjan,30.0,27.0,18.0,27.0,2.0,87.0,9.375,67.0,35.0,25.0,1012.0,2022-07-19 06:17:00,2022-07-19 18:25:00,12:8:0
87,87,2022-03-29,Abidjan,32.0,27.0,18.0,27.0,1.0,88.0,10.0,49.0,42.0,27.0,1010.0,2022-07-19 06:16:00,2022-07-19 18:25:00,12:9:0
88,88,2022-03-30,Abidjan,30.0,27.0,17.0,27.0,1.0,87.0,9.75,61.0,36.0,25.0,1009.0,2022-07-19 06:16:00,2022-07-19 18:25:00,12:9:0
89,89,2022-03-31,Abidjan,30.0,27.0,18.0,27.0,1.0,87.0,9.75,54.0,35.0,25.0,1009.0,2022-07-19 06:15:00,2022-07-19 18:25:00,12:10:0
90,90,2022-04-01,Abidjan,30.0,28.0,17.0,28.0,1.0,89.0,9.875,47.0,38.0,26.0,1010.0,2022-07-19 06:15:00,2022-07-19 18:25:00,12:10:0
91,91,2022-04-02,Abidjan,30.0,28.0,20.0,28.0,5.0,87.0,9.375,70.0,37.0,26.0,1011.0,2022-07-19 06:14:00,2022-07-19 18:25:00,12:11:0
92,92,2022-04-03,Abidjan,30.0,27.0,25.0,27.0,7.0,85.0,9.625,66.0,36.0,26.0,1012.0,2022-07-19 06:14:00,2022-07-19 18:25:00,12:11:0
93,93,2022-04-04,Abidjan,33.0,28.0,21.0,28.0,1.0,85.0,9.625,44.0,43.0,27.0,1011.0,2022-07-19 06:14:00,2022-07-19 18:24:00,12:10:0
94,94,2022-04-05,Abidjan,33.0,28.0,15.0,28.0,4.0,84.0,9.625,42.0,42.0,27.0,1011.0,2022-07-19 06:13:00,2022-07-19 18:24:00,12:11:0
95,95,2022-04-06,Abidjan,31.0,28.0,18.0,28.0,3.0,84.0,9.625,64.0,38.0,26.0,1012.0,2022-07-19 06:13:00,2022-07-19 18:24:00,12:11:0
96,96,2022-04-07,Abidjan,30.0,27.0,20.0,27.0,4.0,84.0,9.875,64.0,36.0,25.0,1012.0,2022-07-19 06:12:00,2022-07-19 18:24:00,12:12:0
97,97,2022-04-08,Abidjan,32.0,27.0,22.0,27.0,0.0,83.0,10.0,28.0,40.0,26.0,1012.0,2022-07-19 06:12:00,2022-07-19 18:24:00,12:12:0
98,98,2022-04-09,Abidjan,30.0,27.0,22.0,27.0,1.0,85.0,10.0,53.0,36.0,25.0,1011.0,2022-07-19 06:11:00,2022-07-19 18:24:00,12:13:0
99,99,2022-04-10,Abidjan,31.0,26.0,21.0,26.0,18.0,84.0,8.75,49.0,39.0,26.0,1010.0,2022-07-19 06:11:00,2022-07-19 18:24:00,12:13:0
100,100,2022-04-11,Abidjan,30.0,27.0,19.0,27.0,1.0,85.0,9.75,48.0,35.0,25.0,1011.0,2022-07-19 06:11:00,2022-07-19 18:23:00,12:12:0
101,101,2022-04-12,Abidjan,31.0,27.0,20.0,27.0,4.0,84.0,9.375,55.0,39.0,26.0,1012.0,2022-07-19 06:10:00,2022-07-19 18:23:00,12:13:0
102,102,2022-04-13,Abidjan,30.0,27.0,19.0,27.0,22.0,83.0,8.625,61.0,35.0,24.0,1011.0,2022-07-19 06:10:00,2022-07-19 18:23:00,12:13:0
103,103,2022-04-14,Abidjan,29.0,25.0,22.0,25.0,1.0,83.0,9.0,51.0,33.0,24.0,1011.0,2022-07-19 06:09:00,2022-07-19 18:23:00,12:14:0
104,104,2022-04-15,Abidjan,29.0,26.0,17.0,26.0,7.0,85.0,9.375,67.0,34.0,24.0,1011.0,2022-07-19 06:09:00,2022-07-19 18:23:00,12:14:0
105,105,2022-04-16,Abidjan,29.0,26.0,21.0,26.0,7.0,84.0,9.875,68.0,33.0,25.0,1012.0,2022-07-19 06:09:00,2022-07-19 18:23:00,12:14:0
106,106,2022-04-17,Abidjan,30.0,27.0,10.0,27.0,29.0,82.0,7.375,63.0,34.0,25.0,1012.0,2022-07-19 06:08:00,2022-07-19 18:23:00,12:15:0
107,107,2022-04-18,Abidjan,29.0,28.0,17.0,28.0,1.0,81.0,10.0,37.0,34.0,25.0,1011.0,2022-07-19 06:08:00,2022-07-19 18:23:00,12:15:0
108,108,2022-04-19,Abidjan,31.0,26.0,15.0,26.0,11.0,80.0,9.375,44.0,39.0,26.0,1012.0,2022-07-19 06:08:00,2022-07-19 18:23:00,12:15:0
109,109,2022-04-20,Abidjan,32.0,27.0,20.0,27.0,1.0,84.0,9.625,33.0,40.0,26.0,1011.0,2022-07-19 06:07:00,2022-07-19 18:23:00,12:16:0
110,110,2022-04-21,Abidjan,29.0,27.0,18.0,27.0,27.0,87.0,9.25,79.0,34.0,25.0,1011.0,2022-07-19 06:07:00,2022-07-19 18:23:00,12:16:0
111,111,2022-04-22,Abidjan,32.0,27.0,18.0,27.0,1.0,84.0,9.875,40.0,40.0,26.0,1011.0,2022-07-19 06:07:00,2022-07-19 18:22:00,12:15:0
112,112,2022-04-23,Abidjan,29.0,27.0,17.0,27.0,1.0,84.0,9.875,38.0,35.0,25.0,1010.0,2022-07-19 06:06:00,2022-07-19 18:22:00,12:16:0
113,113,2022-04-24,Abidjan,32.0,27.0,15.0,27.0,4.0,85.0,9.75,67.0,41.0,27.0,1010.0,2022-07-19 06:06:00,2022-07-19 18:22:00,12:16:0
114,114,2022-04-25,Abidjan,30.0,27.0,19.0,27.0,10.0,84.0,8.625,65.0,36.0,25.0,1010.0,2022-07-19 06:06:00,2022-07-19 18:22:00,12:16:0
115,115,2022-04-26,Abidjan,30.0,27.0,21.0,27.0,14.0,84.0,9.125,55.0,36.0,26.0,1011.0,2022-07-19 06:05:00,2022-07-19 18:22:00,12:17:0
116,116,2022-04-27,Abidjan,28.0,26.0,21.0,26.0,7.0,85.0,9.25,64.0,32.0,25.0,1011.0,2022-07-19 06:05:00,2022-07-19 18:22:00,12:17:0
117,117,2022-04-28,Abidjan,27.0,26.0,29.0,26.0,17.0,88.0,8.625,78.0,32.0,25.0,1012.0,2022-07-19 06:05:00,2022-07-19 18:22:00,12:17:0
118,118,2022-04-29,Abidjan,31.0,24.0,19.0,24.0,0.0,86.0,10.0,32.0,38.0,25.0,1012.0,2022-07-19 06:05:00,2022-07-19 18:22:00,12:17:0
119,119,2022-04-30,Abidjan,29.0,28.0,16.0,28.0,6.0,86.0,9.5,58.0,34.0,25.0,1013.0,2022-07-19 06:04:00,2022-07-19 18:22:00,12:18:0
120,120,2022-05-01,Abidjan,30.0,26.0,14.0,26.0,13.0,84.0,8.875,74.0,34.0,24.0,1015.0,2022-07-19 06:04:00,2022-07-19 18:22:00,12:18:0
121,121,2022-05-02,Abidjan,29.0,27.0,17.0,27.0,12.0,85.0,9.0,70.0,34.0,25.0,1013.0,2022-07-19 06:04:00,2022-07-19 18:22:00,12:18:0
122,122,2022-05-03,Abidjan,32.0,28.0,16.0,28.0,0.0,79.0,9.75,21.0,41.0,26.0,1011.0,2022-07-19 06:04:00,2022-07-19 18:22:00,12:18:0
123,123,2022-05-04,Abidjan,30.0,27.0,16.0,27.0,1.0,80.0,9.75,54.0,35.0,25.0,1012.0,2022-07-19 06:03:00,2022-07-19 18:22:00,12:19:0
124,124,2022-05-05,Abidjan,32.0,27.0,17.0,27.0,6.0,82.0,9.625,61.0,40.0,26.0,1013.0,2022-07-19 06:03:00,2022-07-19 18:22:00,12:19:0
125,125,2022-05-06,Abidjan,30.0,27.0,16.0,27.0,9.0,80.0,9.25,50.0,36.0,25.0,1013.0,2022-07-19 06:03:00,2022-07-19 18:22:00,12:19:0
126,126,2022-05-07,Abidjan,30.0,27.0,17.0,27.0,6.0,84.0,9.25,80.0,35.0,24.0,1012.0,2022-07-19 06:03:00,2022-07-19 18:22:00,12:19:0
127,127,2022-05-08,Abidjan,30.0,27.0,16.0,27.0,4.0,83.0,9.375,70.0,35.0,24.0,1011.0,2022-07-19 06:03:00,2022-07-19 18:23:00,12:20:0
128,128,2022-05-09,Abidjan,30.0,27.0,19.0,27.0,1.0,82.0,9.5,68.0,35.0,24.0,1012.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
129,129,2022-05-10,Abidjan,30.0,27.0,16.0,27.0,4.0,83.0,9.375,61.0,35.0,25.0,1013.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
130,130,2022-05-11,Abidjan,30.0,27.0,18.0,27.0,1.0,81.0,9.875,66.0,35.0,24.0,1012.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
131,131,2022-05-12,Abidjan,32.0,27.0,17.0,27.0,8.0,83.0,9.25,68.0,40.0,26.0,1013.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
132,132,2022-05-13,Abidjan,29.0,27.0,17.0,27.0,1.0,82.0,10.0,48.0,34.0,25.0,1013.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
133,133,2022-05-14,Abidjan,31.0,27.0,18.0,27.0,2.0,84.0,9.75,67.0,38.0,26.0,1012.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
134,134,2022-05-15,Abidjan,29.0,27.0,17.0,27.0,2.0,82.0,9.875,56.0,34.0,24.0,1012.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
135,135,2022-05-16,Abidjan,30.0,27.0,17.0,27.0,1.0,83.0,10.0,72.0,35.0,24.0,1014.0,2022-07-19 06:02:00,2022-07-19 18:23:00,12:21:0
136,136,2022-05-17,Abidjan,32.0,27.0,18.0,27.0,0.0,83.0,10.0,38.0,40.0,26.0,1014.0,2022-07-19 06:01:00,2022-07-19 18:23:00,12:22:0
137,137,2022-05-18,Abidjan,30.0,27.0,20.0,27.0,2.0,85.0,9.75,63.0,35.0,25.0,1013.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
138,138,2022-05-19,Abidjan,29.0,27.0,19.0,27.0,2.0,83.0,9.75,72.0,34.0,24.0,1012.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
139,139,2022-05-20,Abidjan,29.0,26.0,17.0,26.0,3.0,83.0,9.5,69.0,34.0,25.0,1014.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
140,140,2022-05-21,Abidjan,29.0,26.0,20.0,26.0,10.0,82.0,9.375,66.0,33.0,24.0,1015.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
141,141,2022-05-22,Abidjan,28.0,26.0,19.0,26.0,6.0,81.0,9.875,75.0,32.0,23.0,1015.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
142,142,2022-05-23,Abidjan,28.0,25.0,17.0,25.0,4.0,81.0,9.5,82.0,32.0,23.0,1014.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
143,143,2022-05-24,Abidjan,28.0,26.0,17.0,26.0,5.0,82.0,9.625,68.0,32.0,23.0,1015.0,2022-07-19 06:01:00,2022-07-19 18:24:00,12:23:0
144,144,2022-05-25,Abidjan,28.0,25.0,17.0,25.0,37.0,84.0,7.375,72.0,31.0,23.0,1016.0,2022-07-19 06:01:00,2022-07-19 18:25:00,12:24:0
145,145,2022-05-26,Abidjan,28.0,26.0,20.0,26.0,3.0,79.0,9.75,72.0,31.0,23.0,1017.0,2022-07-19 06:01:00,2022-07-19 18:25:00,12:24:0
146,146,2022-05-27,Abidjan,28.0,24.0,19.0,24.0,26.0,89.0,8.625,54.0,31.0,23.0,1016.0,2022-07-19 06:01:00,2022-07-19 18:25:00,12:24:0
