,Unnamed: 0,date,region,temperature-maximale,temperature-minimale,vitesse-du-vent,temperature-du-vent,precipitations,humidite,visibilite,couverture-nuageuse,indice-de-chaleur,point-de-rosee,pression,heure-du-lever-du-soleil,heure-du-coucher-du-soleil,duree-du-jour
2376,23,2022-01-24,Parc national de Taï,37.0,20.0,5.0,20.0,,99.0,7.5,46.0,39.0,20.0,1014.0,2022-07-19 06:44:00,2022-07-19 18:35:00,11:51:0
2377,24,2022-01-25,Parc national de Taï,38.0,20.0,6.0,20.0,,99.0,7.5,31.0,40.0,20.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:36:00,11:52:0
2378,25,2022-01-26,Parc national de Taï,37.0,20.0,5.0,20.0,,99.0,6.5,44.0,38.0,20.0,1012.0,2022-07-19 06:44:00,2022-07-19 18:36:00,11:52:0
2379,26,2022-01-27,Parc national de Taï,37.0,21.0,4.0,21.0,,98.0,6.5,46.0,39.0,20.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:36:00,11:52:0
2380,27,2022-01-28,Parc national de Taï,38.0,20.0,6.0,20.0,,99.0,7.5,51.0,38.0,21.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:37:00,11:53:0
2381,28,2022-01-29,Parc national de Taï,37.0,20.0,5.0,20.0,,99.0,7.75,37.0,40.0,20.0,1013.0,2022-07-19 06:45:00,2022-07-19 18:37:00,11:52:0
2382,29,2022-01-30,Parc national de Taï,38.0,21.0,8.0,21.0,,99.0,7.5,43.0,39.0,21.0,1013.0,2022-07-19 06:45:00,2022-07-19 18:37:00,11:52:0
2383,30,2022-01-31,Parc national de Taï,39.0,20.0,7.0,20.0,,99.0,7.5,42.0,41.0,21.0,1013.0,2022-07-19 06:45:00,2022-07-19 18:37:00,11:52:0
2384,31,2022-02-01,Parc national de Taï,39.0,20.0,4.0,20.0,,99.0,7.5,44.0,41.0,21.0,1013.0,2022-07-19 06:45:00,2022-07-19 18:38:00,11:53:0
2385,32,2022-02-02,Parc national de Taï,40.0,21.0,6.0,21.0,,99.0,6.5,43.0,41.0,21.0,1015.0,2022-07-19 06:45:00,2022-07-19 18:38:00,11:53:0
2386,33,2022-02-03,Parc national de Taï,39.0,20.0,5.0,20.0,,99.0,7.5,56.0,39.0,21.0,1014.0,2022-07-19 06:45:00,2022-07-19 18:38:00,11:53:0
2387,34,2022-02-04,Parc national de Taï,37.0,21.0,6.0,21.0,,99.0,7.5,53.0,39.0,21.0,1015.0,2022-07-19 06:45:00,2022-07-19 18:38:00,11:53:0
2388,35,2022-02-05,Parc national de Taï,39.0,21.0,6.0,21.0,0.0,99.0,7.75,44.0,40.0,21.0,1014.0,2022-07-19 06:45:00,2022-07-19 18:39:00,11:54:0
2389,36,2022-02-06,Parc national de Taï,36.0,21.0,4.0,21.0,1.0,99.0,7.5,52.0,38.0,21.0,1014.0,2022-07-19 06:45:00,2022-07-19 18:39:00,11:54:0
2390,37,2022-02-07,Parc national de Taï,37.0,22.0,6.0,22.0,0.0,99.0,7.5,53.0,40.0,21.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:39:00,11:55:0
2391,38,2022-02-08,Parc national de Taï,36.0,22.0,9.0,22.0,0.0,99.0,7.75,53.0,39.0,22.0,1012.0,2022-07-19 06:44:00,2022-07-19 18:39:00,11:55:0
2392,39,2022-02-09,Parc national de Taï,35.0,21.0,12.0,21.0,1.0,99.0,7.5,63.0,38.0,22.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:39:00,11:55:0
2393,40,2022-02-10,Parc national de Taï,38.0,21.0,6.0,21.0,0.0,99.0,7.75,38.0,41.0,21.0,1012.0,2022-07-19 06:44:00,2022-07-19 18:39:00,11:55:0
2394,41,2022-02-11,Parc national de Taï,37.0,21.0,6.0,21.0,,99.0,7.5,45.0,40.0,21.0,1012.0,2022-07-19 06:44:00,2022-07-19 18:40:00,11:56:0
2395,42,2022-02-12,Parc national de Taï,37.0,21.0,8.0,21.0,0.0,99.0,7.75,39.0,40.0,21.0,1012.0,2022-07-19 06:44:00,2022-07-19 18:40:00,11:56:0
2396,43,2022-02-13,Parc national de Taï,35.0,23.0,6.0,23.0,1.0,89.0,9.875,57.0,38.0,21.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:40:00,11:56:0
2397,44,2022-02-14,Parc national de Taï,35.0,21.0,8.0,21.0,3.0,98.0,7.5,72.0,38.0,22.0,1013.0,2022-07-19 06:44:00,2022-07-19 18:40:00,11:56:0
2398,45,2022-02-15,Parc national de Taï,34.0,21.0,8.0,21.0,1.0,99.0,7.5,72.0,37.0,22.0,1013.0,2022-07-19 06:43:00,2022-07-19 18:40:00,11:57:0
2399,46,2022-02-16,Parc national de Taï,36.0,23.0,8.0,23.0,1.0,93.0,9.0,63.0,37.0,22.0,1014.0,2022-07-19 06:43:00,2022-07-19 18:40:00,11:57:0
2400,47,2022-02-17,Parc national de Taï,35.0,22.0,12.0,22.0,2.0,99.0,7.625,60.0,38.0,22.0,1013.0,2022-07-19 06:43:00,2022-07-19 18:40:00,11:57:0
2401,48,2022-02-18,Parc national de Taï,33.0,22.0,9.0,22.0,1.0,96.0,9.0,54.0,35.0,22.0,1012.0,2022-07-19 06:43:00,2022-07-19 18:40:00,11:57:0
2402,49,2022-02-19,Parc national de Taï,37.0,23.0,9.0,23.0,1.0,90.0,10.0,62.0,38.0,22.0,1012.0,2022-07-19 06:43:00,2022-07-19 18:40:00,11:57:0
2403,50,2022-02-20,Parc national de Taï,32.0,23.0,8.0,23.0,3.0,93.0,9.75,67.0,35.0,22.0,1013.0,2022-07-19 06:42:00,2022-07-19 18:40:00,11:58:0
2404,51,2022-02-21,Parc national de Taï,35.0,22.0,8.0,22.0,3.0,98.0,8.25,64.0,38.0,22.0,1012.0,2022-07-19 06:42:00,2022-07-19 18:40:00,11:58:0
2405,52,2022-02-22,Parc national de Taï,37.0,22.0,8.0,22.0,0.0,98.0,7.75,46.0,39.0,22.0,1013.0,2022-07-19 06:42:00,2022-07-19 18:40:00,11:58:0
2406,53,2022-02-23,Parc national de Taï,35.0,24.0,7.0,24.0,1.0,87.0,10.0,56.0,38.0,22.0,1014.0,2022-07-19 06:42:00,2022-07-19 18:40:00,11:58:0
2407,54,2022-02-24,Parc national de Taï,34.0,23.0,9.0,23.0,1.0,89.0,9.0,56.0,37.0,22.0,1013.0,2022-07-19 06:41:00,2022-07-19 18:40:00,11:59:0
2408,55,2022-02-25,Parc national de Taï,37.0,23.0,7.0,23.0,0.0,97.0,8.0,48.0,39.0,22.0,1013.0,2022-07-19 06:41:00,2022-07-19 18:40:00,11:59:0
2409,56,2022-02-26,Parc national de Taï,36.0,23.0,11.0,23.0,3.0,92.0,9.875,72.0,38.0,22.0,1012.0,2022-07-19 06:41:00,2022-07-19 18:40:00,11:59:0
2410,57,2022-02-27,Parc national de Taï,35.0,23.0,9.0,23.0,4.0,95.0,7.5,87.0,38.0,22.0,1012.0,2022-07-19 06:40:00,2022-07-19 18:40:00,12:0:0
2411,58,2022-02-28,Parc national de Taï,39.0,22.0,8.0,22.0,2.0,99.0,7.375,41.0,42.0,22.0,1012.0,2022-07-19 06:40:00,2022-07-19 18:40:00,12:0:0
2412,59,2022-03-01,Parc national de Taï,36.0,22.0,7.0,22.0,1.0,98.0,8.625,59.0,38.0,22.0,1013.0,2022-07-19 06:40:00,2022-07-19 18:40:00,12:0:0
2413,60,2022-03-02,Parc national de Taï,35.0,22.0,6.0,22.0,11.0,97.0,8.375,63.0,39.0,23.0,1012.0,2022-07-19 06:39:00,2022-07-19 18:40:00,12:1:0
2414,61,2022-03-03,Parc national de Taï,34.0,23.0,7.0,23.0,6.0,98.0,9.375,49.0,38.0,23.0,1012.0,2022-07-19 06:39:00,2022-07-19 18:40:00,12:1:0
2415,62,2022-03-04,Parc national de Taï,36.0,21.0,6.0,21.0,1.0,96.0,6.875,42.0,41.0,22.0,1013.0,2022-07-19 06:39:00,2022-07-19 18:40:00,12:1:0
2416,63,2022-03-05,Parc national de Taï,32.0,23.0,9.0,23.0,4.0,96.0,7.625,61.0,36.0,23.0,1011.0,2022-07-19 06:38:00,2022-07-19 18:40:00,12:2:0
2417,64,2022-03-06,Parc national de Taï,35.0,23.0,7.0,23.0,3.0,98.0,8.5,65.0,39.0,23.0,1011.0,2022-07-19 06:38:00,2022-07-19 18:40:00,12:2:0
2418,65,2022-03-07,Parc national de Taï,36.0,23.0,6.0,23.0,3.0,98.0,7.25,81.0,40.0,23.0,1010.0,2022-07-19 06:37:00,2022-07-19 18:40:00,12:3:0
2419,66,2022-03-08,Parc national de Taï,33.0,23.0,7.0,23.0,11.0,98.0,6.75,84.0,37.0,23.0,1010.0,2022-07-19 06:37:00,2022-07-19 18:40:00,12:3:0
2420,67,2022-03-09,Parc national de Taï,36.0,23.0,4.0,23.0,28.0,94.0,8.5,51.0,42.0,24.0,1010.0,2022-07-19 06:37:00,2022-07-19 18:40:00,12:3:0
2421,68,2022-03-10,Parc national de Taï,39.0,23.0,9.0,23.0,1.0,98.0,8.75,52.0,44.0,23.0,1010.0,2022-07-19 06:36:00,2022-07-19 18:40:00,12:4:0
2422,69,2022-03-11,Parc national de Taï,37.0,24.0,9.0,24.0,0.0,93.0,10.0,54.0,40.0,23.0,1010.0,2022-07-19 06:36:00,2022-07-19 18:39:00,12:3:0
2423,70,2022-03-12,Parc national de Taï,34.0,24.0,9.0,24.0,4.0,94.0,9.625,75.0,38.0,22.0,1011.0,2022-07-19 06:35:00,2022-07-19 18:39:00,12:4:0
2424,71,2022-03-13,Parc national de Taï,35.0,24.0,8.0,24.0,42.0,94.0,7.375,56.0,39.0,23.0,1010.0,2022-07-19 06:35:00,2022-07-19 18:39:00,12:4:0
2425,72,2022-03-14,Parc national de Taï,34.0,23.0,8.0,23.0,8.0,97.0,7.0,56.0,38.0,23.0,1010.0,2022-07-19 06:34:00,2022-07-19 18:39:00,12:5:0
2426,73,2022-03-15,Parc national de Taï,34.0,23.0,8.0,23.0,2.0,95.0,8.0,58.0,37.0,23.0,1012.0,2022-07-19 06:34:00,2022-07-19 18:39:00,12:5:0
2427,74,2022-03-16,Parc national de Taï,34.0,22.0,8.0,22.0,1.0,99.0,7.625,50.0,37.0,22.0,1012.0,2022-07-19 06:34:00,2022-07-19 18:39:00,12:5:0
2428,75,2022-03-17,Parc national de Taï,35.0,22.0,8.0,22.0,1.0,99.0,6.25,60.0,39.0,23.0,1011.0,2022-07-19 06:33:00,2022-07-19 18:39:00,12:6:0
2429,76,2022-03-18,Parc national de Taï,34.0,23.0,7.0,23.0,18.0,97.0,9.0,61.0,38.0,23.0,1011.0,2022-07-19 06:33:00,2022-07-19 18:39:00,12:6:0
2430,77,2022-03-19,Parc national de Taï,32.0,23.0,8.0,23.0,7.0,99.0,9.125,67.0,36.0,23.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:38:00,12:6:0
2431,78,2022-03-20,Parc national de Taï,36.0,22.0,8.0,22.0,4.0,99.0,8.5,59.0,39.0,23.0,1012.0,2022-07-19 06:32:00,2022-07-19 18:38:00,12:6:0
2432,79,2022-03-21,Parc national de Taï,38.0,23.0,7.0,23.0,10.0,95.0,9.375,52.0,44.0,23.0,1012.0,2022-07-19 06:31:00,2022-07-19 18:38:00,12:7:0
2433,80,2022-03-22,Parc national de Taï,37.0,23.0,8.0,23.0,4.0,97.0,8.5,46.0,40.0,22.0,1011.0,2022-07-19 06:31:00,2022-07-19 18:38:00,12:7:0
2434,81,2022-03-23,Parc national de Taï,34.0,23.0,12.0,23.0,2.0,97.0,7.625,63.0,38.0,23.0,1012.0,2022-07-19 06:30:00,2022-07-19 18:38:00,12:8:0
2435,82,2022-03-24,Parc national de Taï,35.0,23.0,8.0,23.0,2.0,99.0,7.625,50.0,39.0,23.0,1011.0,2022-07-19 06:30:00,2022-07-19 18:38:00,12:8:0
2436,83,2022-03-25,Parc national de Taï,35.0,23.0,9.0,23.0,2.0,97.0,8.625,58.0,39.0,23.0,1010.0,2022-07-19 06:29:00,2022-07-19 18:38:00,12:9:0
2437,84,2022-03-26,Parc national de Taï,32.0,23.0,6.0,23.0,10.0,98.0,7.0,58.0,35.0,23.0,1012.0,2022-07-19 06:29:00,2022-07-19 18:37:00,12:8:0
2438,85,2022-03-27,Parc national de Taï,36.0,23.0,5.0,23.0,19.0,99.0,7.5,61.0,40.0,23.0,1012.0,2022-07-19 06:29:00,2022-07-19 18:37:00,12:8:0
2439,86,2022-03-28,Parc national de Taï,32.0,23.0,8.0,23.0,8.0,98.0,7.25,69.0,36.0,24.0,1013.0,2022-07-19 06:28:00,2022-07-19 18:37:00,12:9:0
2440,87,2022-03-29,Parc national de Taï,37.0,23.0,8.0,23.0,4.0,97.0,7.375,64.0,41.0,23.0,1011.0,2022-07-19 06:28:00,2022-07-19 18:37:00,12:9:0
2441,88,2022-03-30,Parc national de Taï,32.0,24.0,7.0,24.0,1.0,95.0,7.875,66.0,36.0,23.0,1010.0,2022-07-19 06:27:00,2022-07-19 18:37:00,12:10:0
2442,89,2022-03-31,Parc national de Taï,34.0,22.0,8.0,22.0,1.0,98.0,8.625,53.0,38.0,24.0,1010.0,2022-07-19 06:27:00,2022-07-19 18:37:00,12:10:0
2443,90,2022-04-01,Parc national de Taï,34.0,23.0,8.0,23.0,2.0,98.0,6.0,73.0,38.0,23.0,1011.0,2022-07-19 06:26:00,2022-07-19 18:37:00,12:11:0
2444,91,2022-04-02,Parc national de Taï,32.0,23.0,8.0,23.0,13.0,98.0,6.625,82.0,36.0,23.0,1012.0,2022-07-19 06:26:00,2022-07-19 18:36:00,12:10:0
2445,92,2022-04-03,Parc national de Taï,26.0,22.0,10.0,22.0,26.0,97.0,7.125,58.0,28.0,23.0,1014.0,2022-07-19 06:25:00,2022-07-19 18:36:00,12:11:0
2446,93,2022-04-04,Parc national de Taï,34.0,22.0,7.0,22.0,4.0,99.0,10.0,38.0,38.0,23.0,1011.0,2022-07-19 06:25:00,2022-07-19 18:36:00,12:11:0
2447,94,2022-04-05,Parc national de Taï,34.0,23.0,6.0,23.0,7.0,99.0,9.625,64.0,39.0,23.0,1012.0,2022-07-19 06:24:00,2022-07-19 18:36:00,12:12:0
2448,95,2022-04-06,Parc national de Taï,37.0,23.0,7.0,23.0,3.0,98.0,7.5,60.0,41.0,23.0,1013.0,2022-07-19 06:24:00,2022-07-19 18:36:00,12:12:0
2449,96,2022-04-07,Parc national de Taï,34.0,23.0,10.0,23.0,8.0,99.0,6.875,75.0,38.0,23.0,1013.0,2022-07-19 06:24:00,2022-07-19 18:36:00,12:12:0
2450,97,2022-04-08,Parc national de Taï,35.0,23.0,7.0,23.0,3.0,99.0,7.5,49.0,42.0,24.0,1012.0,2022-07-19 06:23:00,2022-07-19 18:36:00,12:13:0
2451,98,2022-04-09,Parc national de Taï,36.0,24.0,8.0,24.0,18.0,96.0,6.75,73.0,40.0,23.0,1012.0,2022-07-19 06:23:00,2022-07-19 18:36:00,12:13:0
2452,99,2022-04-10,Parc national de Taï,32.0,21.0,8.0,21.0,27.0,95.0,8.625,43.0,34.0,23.0,1011.0,2022-07-19 06:22:00,2022-07-19 18:35:00,12:13:0
2453,100,2022-04-11,Parc national de Taï,37.0,23.0,7.0,23.0,5.0,99.0,6.0,76.0,39.0,23.0,1011.0,2022-07-19 06:22:00,2022-07-19 18:35:00,12:13:0
2454,101,2022-04-12,Parc national de Taï,34.0,23.0,8.0,23.0,7.0,98.0,9.125,58.0,38.0,23.0,1012.0,2022-07-19 06:22:00,2022-07-19 18:35:00,12:13:0
2455,102,2022-04-13,Parc national de Taï,30.0,23.0,6.0,23.0,12.0,99.0,6.75,74.0,34.0,24.0,1011.0,2022-07-19 06:21:00,2022-07-19 18:35:00,12:14:0
2456,103,2022-04-14,Parc national de Taï,33.0,21.0,8.0,21.0,14.0,97.0,7.125,51.0,36.0,22.0,1011.0,2022-07-19 06:21:00,2022-07-19 18:35:00,12:14:0
2457,104,2022-04-15,Parc national de Taï,35.0,22.0,6.0,22.0,3.0,94.0,8.625,46.0,38.0,23.0,1011.0,2022-07-19 06:20:00,2022-07-19 18:35:00,12:15:0
2458,105,2022-04-16,Parc national de Taï,31.0,22.0,5.0,22.0,2.0,100.0,7.375,64.0,34.0,22.0,1012.0,2022-07-19 06:20:00,2022-07-19 18:35:00,12:15:0
2459,106,2022-04-17,Parc national de Taï,24.0,23.0,6.0,23.0,17.0,99.0,4.25,82.0,26.0,23.0,1013.0,2022-07-19 06:20:00,2022-07-19 18:35:00,12:15:0
2460,107,2022-04-18,Parc national de Taï,33.0,22.0,6.0,22.0,1.0,89.0,9.75,41.0,37.0,22.0,1012.0,2022-07-19 06:19:00,2022-07-19 18:35:00,12:16:0
2461,108,2022-04-19,Parc national de Taï,33.0,22.0,6.0,22.0,6.0,99.0,9.125,72.0,37.0,23.0,1013.0,2022-07-19 06:19:00,2022-07-19 18:35:00,12:16:0
2462,109,2022-04-20,Parc national de Taï,35.0,23.0,6.0,23.0,6.0,99.0,7.0,64.0,40.0,23.0,1012.0,2022-07-19 06:18:00,2022-07-19 18:35:00,12:17:0
2463,110,2022-04-21,Parc national de Taï,32.0,23.0,6.0,23.0,10.0,99.0,6.875,75.0,36.0,23.0,1012.0,2022-07-19 06:18:00,2022-07-19 18:35:00,12:17:0
2464,111,2022-04-22,Parc national de Taï,35.0,23.0,5.0,23.0,3.0,96.0,7.625,58.0,38.0,23.0,1011.0,2022-07-19 06:18:00,2022-07-19 18:34:00,12:16:0
2465,112,2022-04-23,Parc national de Taï,36.0,23.0,6.0,23.0,8.0,99.0,9.25,54.0,40.0,23.0,1010.0,2022-07-19 06:17:00,2022-07-19 18:34:00,12:17:0
2466,113,2022-04-24,Parc national de Taï,35.0,23.0,7.0,23.0,7.0,99.0,8.0,67.0,40.0,23.0,1010.0,2022-07-19 06:17:00,2022-07-19 18:34:00,12:17:0
2467,114,2022-04-25,Parc national de Taï,33.0,23.0,8.0,23.0,10.0,98.0,6.875,70.0,38.0,24.0,1010.0,2022-07-19 06:17:00,2022-07-19 18:34:00,12:17:0
2468,115,2022-04-26,Parc national de Taï,35.0,22.0,7.0,22.0,5.0,98.0,9.625,57.0,38.0,23.0,1011.0,2022-07-19 06:16:00,2022-07-19 18:34:00,12:18:0
2469,116,2022-04-27,Parc national de Taï,27.0,21.0,9.0,21.0,36.0,98.0,9.25,53.0,29.0,23.0,1011.0,2022-07-19 06:16:00,2022-07-19 18:34:00,12:18:0
2470,117,2022-04-28,Parc national de Taï,29.0,21.0,9.0,21.0,12.0,98.0,5.5,76.0,33.0,23.0,1012.0,2022-07-19 06:16:00,2022-07-19 18:34:00,12:18:0
2471,118,2022-04-29,Parc national de Taï,33.0,22.0,8.0,22.0,0.0,94.0,6.75,25.0,38.0,24.0,1011.0,2022-07-19 06:16:00,2022-07-19 18:34:00,12:18:0
2472,119,2022-04-30,Parc national de Taï,33.0,22.0,6.0,22.0,4.0,99.0,7.375,81.0,36.0,23.0,1014.0,2022-07-19 06:15:00,2022-07-19 18:34:00,12:19:0
2473,120,2022-05-01,Parc national de Taï,31.0,22.0,6.0,22.0,11.0,99.0,9.375,64.0,34.0,23.0,1016.0,2022-07-19 06:15:00,2022-07-19 18:34:00,12:19:0
2474,121,2022-05-02,Parc national de Taï,33.0,23.0,5.0,23.0,9.0,99.0,9.75,77.0,37.0,24.0,1014.0,2022-07-19 06:15:00,2022-07-19 18:34:00,12:19:0
2475,122,2022-05-03,Parc national de Taï,34.0,22.0,7.0,22.0,1.0,100.0,6.375,59.0,38.0,23.0,1013.0,2022-07-19 06:15:00,2022-07-19 18:34:00,12:19:0
2476,123,2022-05-04,Parc national de Taï,35.0,22.0,4.0,22.0,6.0,99.0,8.625,76.0,39.0,24.0,1013.0,2022-07-19 06:14:00,2022-07-19 18:34:00,12:20:0
2477,124,2022-05-05,Parc national de Taï,31.0,22.0,5.0,22.0,9.0,100.0,8.25,84.0,37.0,24.0,1014.0,2022-07-19 06:14:00,2022-07-19 18:34:00,12:20:0
2478,125,2022-05-06,Parc national de Taï,35.0,23.0,5.0,23.0,11.0,99.0,8.375,65.0,40.0,24.0,1013.0,2022-07-19 06:14:00,2022-07-19 18:35:00,12:21:0
2479,126,2022-05-07,Parc national de Taï,32.0,22.0,8.0,22.0,7.0,99.0,6.5,85.0,36.0,24.0,1012.0,2022-07-19 06:14:00,2022-07-19 18:35:00,12:21:0
2480,127,2022-05-08,Parc national de Taï,34.0,22.0,8.0,22.0,1.0,99.0,7.5,53.0,39.0,23.0,1012.0,2022-07-19 06:14:00,2022-07-19 18:35:00,12:21:0
2481,128,2022-05-09,Parc national de Taï,33.0,22.0,7.0,22.0,1.0,98.0,6.625,81.0,36.0,24.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2482,129,2022-05-10,Parc national de Taï,34.0,22.0,6.0,22.0,11.0,100.0,8.375,74.0,38.0,24.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2483,130,2022-05-11,Parc national de Taï,34.0,22.0,10.0,22.0,4.0,100.0,7.5,76.0,39.0,24.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2484,131,2022-05-12,Parc national de Taï,34.0,23.0,9.0,23.0,5.0,100.0,7.5,70.0,38.0,23.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2485,132,2022-05-13,Parc national de Taï,35.0,22.0,8.0,22.0,1.0,100.0,6.0,75.0,39.0,23.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2486,133,2022-05-14,Parc national de Taï,33.0,23.0,7.0,23.0,3.0,100.0,8.625,73.0,38.0,25.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2487,134,2022-05-15,Parc national de Taï,33.0,22.0,8.0,22.0,7.0,100.0,5.75,87.0,37.0,24.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2488,135,2022-05-16,Parc national de Taï,34.0,22.0,13.0,22.0,2.0,100.0,8.5,71.0,39.0,24.0,1014.0,2022-07-19 06:13:00,2022-07-19 18:35:00,12:22:0
2489,136,2022-05-17,Parc national de Taï,36.0,22.0,6.0,22.0,1.0,100.0,6.125,64.0,39.0,23.0,1014.0,2022-07-19 06:12:00,2022-07-19 18:36:00,12:24:0
2490,137,2022-05-18,Parc national de Taï,33.0,22.0,10.0,22.0,2.0,99.0,7.375,69.0,37.0,24.0,1013.0,2022-07-19 06:12:00,2022-07-19 18:36:00,12:24:0
2491,138,2022-05-19,Parc national de Taï,30.0,23.0,7.0,23.0,1.0,97.0,6.25,84.0,34.0,23.0,1013.0,2022-07-19 06:12:00,2022-07-19 18:36:00,12:24:0
2492,139,2022-05-20,Parc national de Taï,33.0,22.0,10.0,22.0,2.0,100.0,6.0,74.0,37.0,23.0,1014.0,2022-07-19 06:12:00,2022-07-19 18:36:00,12:24:0
2493,140,2022-05-21,Parc national de Taï,33.0,22.0,8.0,22.0,3.0,100.0,6.125,85.0,36.0,23.0,1015.0,2022-07-19 06:12:00,2022-07-19 18:36:00,12:24:0
2494,141,2022-05-22,Parc national de Taï,30.0,21.0,7.0,21.0,19.0,100.0,9.25,82.0,33.0,25.0,1016.0,2022-07-19 06:12:00,2022-07-19 18:36:00,12:24:0
2495,142,2022-05-23,Parc national de Taï,30.0,21.0,7.0,21.0,10.0,100.0,5.5,87.0,33.0,24.0,1015.0,2022-07-19 06:12:00,2022-07-19 18:37:00,12:25:0
2496,143,2022-05-24,Parc national de Taï,23.0,22.0,5.0,22.0,20.0,100.0,9.0,93.0,26.0,22.0,1016.0,2022-07-19 06:12:00,2022-07-19 18:37:00,12:25:0
2497,144,2022-05-25,Parc national de Taï,28.0,21.0,6.0,21.0,16.0,99.0,8.75,81.0,32.0,24.0,1017.0,2022-07-19 06:12:00,2022-07-19 18:37:00,12:25:0
2498,145,2022-05-26,Parc national de Taï,30.0,21.0,6.0,21.0,11.0,99.0,6.75,88.0,33.0,25.0,1018.0,2022-07-19 06:12:00,2022-07-19 18:37:00,12:25:0
2499,146,2022-05-27,Parc national de Taï,30.0,22.0,6.0,22.0,5.0,99.0,8.625,60.0,32.0,23.0,1018.0,2022-07-19 06:12:00,2022-07-19 18:37:00,12:25:0
2500,147,2022-05-28,Parc national de Taï,32.0,21.0,8.0,21.0,0.0,100.0,6.5,52.0,35.0,23.0,1015.0,2022-07-19 06:12:00,2022-07-19 18:38:00,12:26:0
2501,148,2022-05-29,Parc national de Taï,31.0,22.0,9.0,22.0,1.0,100.0,6.5,70.0,35.0,24.0,1014.0,2022-07-19 06:12:00,2022-07-19 18:38:00,12:26:0
2502,149,2022-05-30,Parc national de Taï,33.0,22.0,8.0,22.0,1.0,100.0,6.125,80.0,36.0,24.0,1014.0,2022-07-19 06:12:00,2022-07-19 18:38:00,12:26:0
2503,150,2022-05-31,Parc national de Taï,31.0,21.0,6.0,21.0,3.0,100.0,6.125,86.0,34.0,24.0,1014.0,2022-07-19 06:12:00,2022-07-19 18:38:00,12:26:0
2504,151,2022-06-01,Parc national de Taï,33.0,21.0,7.0,21.0,0.0,100.0,6.25,61.0,36.0,23.0,1013.0,2022-07-19 06:13:00,2022-07-19 18:38:00,12:25:0
2505,152,2022-06-02,Parc national de Taï,34.0,21.0,6.0,21.0,0.0,100.0,6.25,65.0,38.0,22.0,1012.0,2022-07-19 06:13:00,2022-07-19 18:39:00,12:26:0
2506,153,2022-06-03,Parc national de Taï,30.0,22.0,7.0,22.0,4.0,98.0,6.125,93.0,33.0,24.0,1012.0,2022-07-19 06:13:00,2022-07-19 18:39:00,12:26:0
2507,154,2022-06-04,Parc national de Taï,30.0,22.0,8.0,22.0,3.0,99.0,6.25,83.0,33.0,24.0,1012.0,2022-07-19 06:13:00,2022-07-19 18:39:00,12:26:0
2508,155,2022-06-05,Parc national de Taï,32.0,21.0,6.0,21.0,3.0,100.0,6.0,89.0,35.0,23.0,1014.0,2022-07-19 06:13:00,2022-07-19 18:39:00,12:26:0
2509,156,2022-06-06,Parc national de Taï,28.0,21.0,8.0,21.0,12.0,100.0,8.75,74.0,31.0,23.0,1014.0,2022-07-19 06:13:00,2022-07-19 18:40:00,12:27:0
2510,157,2022-06-07,Parc national de Taï,33.0,21.0,6.0,21.0,4.0,100.0,8.0,71.0,34.0,22.0,1015.0,2022-07-19 06:13:00,2022-07-19 18:40:00,12:27:0
2511,158,2022-06-08,Parc national de Taï,31.0,21.0,7.0,21.0,1.0,99.0,6.25,83.0,33.0,21.0,1014.0,2022-07-19 06:13:00,2022-07-19 18:40:00,12:27:0
2512,159,2022-06-09,Parc national de Taï,28.0,20.0,8.0,20.0,1.0,98.0,6.625,70.0,30.0,22.0,1014.0,2022-07-19 06:13:00,2022-07-19 18:40:00,12:27:0
2513,160,2022-06-10,Parc national de Taï,31.0,21.0,7.0,21.0,3.0,100.0,6.25,79.0,34.0,23.0,1014.0,2022-07-19 06:14:00,2022-07-19 18:40:00,12:26:0
2514,161,2022-06-11,Parc national de Taï,31.0,21.0,8.0,21.0,5.0,99.0,5.875,88.0,34.0,23.0,1014.0,2022-07-19 06:14:00,2022-07-19 18:41:00,12:27:0
2515,162,2022-06-12,Parc national de Taï,30.0,21.0,7.0,21.0,13.0,100.0,4.0,94.0,34.0,25.0,1015.0,2022-07-19 06:14:00,2022-07-19 18:41:00,12:27:0
2516,163,2022-06-13,Parc national de Taï,31.0,20.0,8.0,20.0,3.0,99.0,6.125,86.0,33.0,23.0,1015.0,2022-07-19 06:14:00,2022-07-19 18:41:00,12:27:0
